chunk_id,source_type,title,product_line,device_model,error_code,issue_type,content
TCK-2026-0237,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0238,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0239,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0240,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0241,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0242,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0243,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0244,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0245,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0246,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0247,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0248,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0249,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0250,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0251,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0252,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0253,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0254,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0255,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0256,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0257,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0258,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0259,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0260,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0261,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0262,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0263,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0264,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0265,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0266,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0267,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0268,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0269,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0270,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0271,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0272,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0273,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0274,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0275,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0276,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0277,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0278,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0279,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0280,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0281,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0282,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0283,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0284,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0285,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0286,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0287,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0288,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0289,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0290,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0291,历史工单,GW-200 MQTT 连接超时 历史工单,工业网关,GW-200,E104,MQTT 连接超时,"客户反馈 GW-200 MQTT 连接超时，平台记录错误码 E104，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对 Broker 域名、端口、TLS 证书、设备三元组和防火墙策略，并核对日志中的 E104 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0292,历史工单,GW-500 固件升级失败 历史工单,工业网关,GW-500,E107,固件升级失败,"客户反馈 GW-500 固件升级失败，平台记录错误码 E107，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认固件包型号匹配、电量充足、升级窗口稳定且断点续传可用，并核对日志中的 E107 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0293,历史工单,TH-10 传感器采样异常 历史工单,环境传感器,TH-10,E110,传感器采样异常,"客户反馈 TH-10 传感器采样异常，平台记录错误码 E110，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查采样周期、探头接线、量程配置、校准系数和环境干扰，并核对日志中的 E110 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0294,历史工单,TH-30 网关心跳丢失 历史工单,环境传感器,TH-30,E203,网关心跳丢失,"客户反馈 TH-30 网关心跳丢失，平台记录错误码 E203，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程查看心跳间隔、NTP 时间、弱网重连日志和平台接入状态，并核对日志中的 E203 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0295,历史工单,AQ-20 设备绑定失败 历史工单,环境传感器,AQ-20,E206,设备绑定失败,"客户反馈 AQ-20 设备绑定失败，平台记录错误码 E206，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程确认 SN/IMEI 未被占用、租户信息正确、二维码未过期，并核对日志中的 E206 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
TCK-2026-0296,历史工单,VB-100 电压数据异常 历史工单,振动监测,VB-100,E301,电压数据异常,"客户反馈 VB-100 电压数据异常，平台记录错误码 E301，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程核对互感器方向、倍率参数、接线相序和采样通道，并核对日志中的 E301 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0297,历史工单,VB-300 温度数据漂移 历史工单,振动监测,VB-300,E304,温度数据漂移,"客户反馈 VB-300 温度数据漂移，平台记录错误码 E304，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装位置、校准日期、补偿参数和传感器老化情况，并核对日志中的 E304 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0298,历史工单,PM-80 振动阈值误报 历史工单,电力采集,PM-80,E307,振动阈值误报,"客户反馈 PM-80 振动阈值误报，平台记录错误码 E307，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查安装底座、阈值模板、采样频率和设备工况变化，并核对日志中的 E307 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0299,历史工单,PM-200 平台告警延迟 历史工单,电力采集,PM-200,E402,平台告警延迟,"客户反馈 PM-200 平台告警延迟，平台记录错误码 E402，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查上报频率、消息队列积压、规则引擎状态和网络延迟，并核对日志中的 E402 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：直接指导客户排查"
TCK-2026-0300,历史工单,GW-100 设备离线 历史工单,工业网关,GW-100,E101,设备离线,"客户反馈 GW-100 设备离线，平台记录错误码 E101，现场已尝试重启但未完全恢复。
解决方案：工程师按标准流程检查供电、网络、SIM 卡余额、MQTT Broker 地址和最近心跳时间，并核对日志中的 E101 记录。处理后观察两个心跳周期，数据恢复正常。
建议动作：建议转人工并收集日志"
MAN-001-CH01,产品手册,GW-100 售后排障手册 - 设备上线,工业网关,GW-100,,设备上线,GW-100 设备上线章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-001-CH02,产品手册,GW-100 售后排障手册 - MQTT 配置,工业网关,GW-100,,MQTT 配置,GW-100 MQTT 配置章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-001-CH03,产品手册,GW-100 售后排障手册 - 心跳诊断,工业网关,GW-100,,心跳诊断,GW-100 心跳诊断章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-001-CH04,产品手册,GW-100 售后排障手册 - 日志导出,工业网关,GW-100,,日志导出,GW-100 日志导出章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-001-CH05,产品手册,GW-100 售后排障手册 - 固件升级,工业网关,GW-100,,固件升级,GW-100 固件升级章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-001-CH06,产品手册,GW-100 售后排障手册 - 告警处理,工业网关,GW-100,,告警处理,GW-100 告警处理章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-001-CH07,产品手册,GW-100 售后排障手册 - 转人工边界,工业网关,GW-100,,转人工边界,GW-100 转人工边界章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-002-CH01,产品手册,GW-200 售后排障手册 - 设备上线,工业网关,GW-200,,设备上线,GW-200 设备上线章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
MAN-002-CH02,产品手册,GW-200 售后排障手册 - MQTT 配置,工业网关,GW-200,,MQTT 配置,GW-200 MQTT 配置章节：处理相关问题时，应先确认设备状态、现场接线、平台配置和最近日志。若问题涉及安全风险、客户投诉、数据丢失或远程操作失败，应停止强行给出结论并生成工单交由人工复核。
